videoid,videourl,good_sub,sub,title,query_phrase,channel,channel_id,channel_url,punctuation_count,subtitle_duration,channel_follower_count,upload_date,duration,view_count,categories,like_count,subtitle_coverage
ZlcjNwVrKsc,https://www.youtube.com/watch?v=ZlcjNwVrKsc,True,True,Fushimi Inari⛩️🇯🇵 !عجیب ترین معبدی که تو ژاپن دیدم,,Travel with Arash Kamangir,@travelwitharash,https://www.youtube.com/@travelwitharash,7,1617.31,26700.0,20241217.0,1768.0,39935.0,['Travel & Events'],1379.0,
Igep-fxXfgw,https://www.youtube.com/watch?v=Igep-fxXfgw,True,True,‏‏‏۲۴ با فرداد فرحزاد: تنش در روابط آلمان و جمهوری اسلامی,,Iran International,@IRANINTL,https://www.youtube.com/@IRANINTL,6,3138.13,696000.0,20231220.0,3359.0,110927.0,['News & Politics'],714.0,
taVa3hPBPVY,https://www.youtube.com/watch?v=taVa3hPBPVY,True,True,چند شنبه با سینا | فصل سوم | قسمت 20 | عرفـــان,,MBC PERSIA,@MBCPERSIA,https://www.youtube.com/@MBCPERSIA,971,2139.07,260000.0,20220304.0,3114.0,384989.0,['Entertainment'],5675.0,
Gzy5MjSWf5w,https://www.youtube.com/watch?v=Gzy5MjSWf5w,True,True,فرمانده ناکلز با سربازاش وارد میشه / سونیک فرانتیرز پارت هشتم sonic frontiers #8,,simu games21,@blueknight21-vt1bz,https://www.youtube.com/@blueknight21-vt1bz,16,1301.2,10.0,20241207.0,1907.0,2.0,['Gaming'],0.0,
2AzgVfLrl_A,https://www.youtube.com/watch?v=2AzgVfLrl_A,True,True,Corner 01: Siavash Sufinejad | چطوری به خودمون و زندگی نگاه کنیم که خلاق‌ترین حالت ممکن بشیم,زندگی خودت را بکن,Cozy Corner with Hossein Nasiri,@cozycornershow,https://www.youtube.com/@cozycornershow,1795,4245.5,8360.0,20240208.0,4486.0,13177.0,['Education'],250.0,
aO1MvBHoPaA,https://www.youtube.com/watch?v=aO1MvBHoPaA,True,True,Ve Tanrı Orta Doğu'yu Yarattı! Töre Sivrioğlu ile İran tarihi konuşuyoruz #iran4,الفبای مانوی,Hediye Levent,@hediyelevent,https://www.youtube.com/@hediyelevent,1697,6970.41,38000.0,20230711.0,7475.0,24125.0,['News & Politics'],906.0,
waOoEPNmX4M,https://www.youtube.com/watch?v=waOoEPNmX4M,True,True,چیزی که تیم امداد و نجات پیدا کرد غیر قابل باوره!,,Falgoosh,@Falgoosh,https://www.youtube.com/@Falgoosh,24,746.35,6890.0,20241224.0,768.0,10474.0,['Film & Animation'],286.0,
SQ15RcuDtLU,https://www.youtube.com/watch?v=SQ15RcuDtLU,True,True,"مستند جذاب یک شهر یک میوه | پشت دیوار چین | One city, one fruit | Fruit trade in China | قسمت اول",اهالی لوله شهر,Daily Documentary / دیلی داک,@DailyDoc,https://www.youtube.com/@DailyDoc,76,1383.97,26800.0,20230316.0,1960.0,1535.0,['News & Politics'],43.0,
amzoSmpo4Fg,https://www.youtube.com/watch?v=amzoSmpo4Fg,True,True,مناظره حاتم قادری و علیرضا شجاعی‌زند | ولایت در برابر سلطنت؟,,Azad,@azadsocial,https://www.youtube.com/@azadsocial,426,8191.54,85900.0,20240221.0,8264.0,302065.0,['News & Politics'],2304.0,
KTW-ne4BDeg,https://www.youtube.com/watch?v=KTW-ne4BDeg,True,True,فیلم کمدی آپاچی با بازی سحر قریشی و رضا شفیعی جم | Apache - Full Movie,,Shahre Farang,@ShahreFarangs,https://www.youtube.com/@ShahreFarangs,10,4559.8,227000.0,20240514.0,5203.0,291847.0,['Film & Animation'],1579.0,
tlGHZvNei8M,https://www.youtube.com/watch?v=tlGHZvNei8M,True,True,تاریخچه روابط ایران و روسیه,,Bplus Podcast,@BplusPodcast,https://www.youtube.com/@BplusPodcast,92,2862.23,212000.0,20230907.0,2904.0,193956.0,['Education'],3254.0,
VLZVrBHq3x0,https://www.youtube.com/watch?v=VLZVrBHq3x0,True,True,Corner 02: Alireza Eskandari | خلاقیت از دید کارآفرینی که ۱۶ سالگی اولین کسب‌وکارش رو راه انداخت,,Cozy Corner with Hossein Nasiri,@cozycornershow,https://www.youtube.com/@cozycornershow,2596,7164.63,8200.0,20240215.0,8772.0,3562.0,['Education'],113.0,
zcUSQW2ejm0,https://www.youtube.com/watch?v=zcUSQW2ejm0,True,True,زنبور عسل و شگفتی‌های آن,تنبل درختی قهوه ای,Arantik,@Arantik,https://www.youtube.com/@Arantik,102,1726.43,58000.0,20240728.0,1877.0,126193.0,['Science & Technology'],3028.0,
_tC1AYM9JjM,https://www.youtube.com/watch?v=_tC1AYM9JjM,True,True,‍ عرق گیری با کتری: آسان،به صرفه،سریع.درصد بالا تر از دیگ عرقگیری.,,zar aragh,@zararagh4279,https://www.youtube.com/@zararagh4279,96,746.37,79900.0,20240422.0,862.0,218809.0,['Education'],2737.0,
GRmaPmZkcIQ,https://www.youtube.com/watch?v=GRmaPmZkcIQ,True,True,بهترین انیمیشن های تاریخ سینما - بخش 2 --- 12 انیمیشن  برتر سینما با تفکیک ژانرها,,dramestan,@dramestan,https://www.youtube.com/@dramestan,59,833.53,345.0,20230915.0,1027.0,168.0,['Entertainment'],7.0,
VJVdZFshaWA,https://www.youtube.com/watch?v=VJVdZFshaWA,True,True,وضعیت تمدن و حکومتی اشکانیان و وضعیت اجنماعی مردم,,deniborz,@deniborzz,https://www.youtube.com/@deniborzz,48,883.59,2260.0,20240521.0,902.0,11427.0,['Education'],,
Gazohl1fqsc,https://www.youtube.com/watch?v=Gazohl1fqsc,True,True,از تاج تا تاریخ: نگاهی به زندگی و حکمرانی ناصرالدین شاه,,Bplus Podcast,@BplusPodcast,https://www.youtube.com/@BplusPodcast,96,7807.29,212000.0,20240725.0,7849.0,445967.0,['Education'],4340.0,
EJwfYRAB39s,https://www.youtube.com/watch?v=EJwfYRAB39s,True,True,سلسله صفوی، پیدایش و ظهور (2),,Real historii,@realhistorii,https://www.youtube.com/@realhistorii,163,1116.16,730.0,20240607.0,1114.0,191.0,['People & Blogs'],6.0,
XfpiaXfsh8g,https://www.youtube.com/watch?v=XfpiaXfsh8g,True,True,حمله داریوش به آتن و فتح یونان توسط خشایارشاه هخامنشی - داستان واقعی فیلم سیصد,,Katibeh,@Katibeh_official,https://www.youtube.com/@Katibeh_official,49,642.67,6190.0,20240823.0,716.0,19343.0,['Entertainment'],417.0,
I-GVxjbcsnE,https://www.youtube.com/watch?v=I-GVxjbcsnE,True,True,قطب شمال واقعی: ۳ جزیره باستانی افسانه‌ای که شاید واقعاً وجود داشته باشند!,,DaneshMag,@daneshmag,https://www.youtube.com/@daneshmag,8,609.11,21400.0,20231218.0,711.0,17094.0,['Education'],375.0,
Cvb0slAAkRg,https://www.youtube.com/watch?v=Cvb0slAAkRg,True,True,به جهنم خوش آمدید,موومنت,ARIA KEOXER,@AriaKeoXer,https://www.youtube.com/@AriaKeoXer,51,943.29,643000.0,20221223.0,2504.0,177223.0,['Gaming'],9797.0,
uxqI8kAwnxM,https://www.youtube.com/watch?v=uxqI8kAwnxM,True,True,‏‏‏۲۴ با فرداد فرحزاد: بازگشت رییس جمهوری به تهران,,Iran International,@IRANINTL,https://www.youtube.com/@IRANINTL,24,3109.42,693000.0,20230921.0,3352.0,65326.0,['Entertainment'],488.0,
atq31O4VFWk,https://www.youtube.com/watch?v=atq31O4VFWk,True,True,کارلوس گون، مدیرعاملی برای نجات نیسان از گرداب ورشکستگی اما..,,Chizomiz,@ChizomizTV,https://www.youtube.com/@ChizomizTV,8,717.28,262000.0,20240406.0,888.0,124051.0,['People & Blogs'],4098.0,
y7KOWlGxlJc,https://www.youtube.com/watch?v=y7KOWlGxlJc,True,True,داستان جنگ حضرت علی با اجنه | امام علی و جن,,پیامبران و پادشاهان,@Prophets_Kings,https://www.youtube.com/@Prophets_Kings,64,770.94,2330.0,20230907.0,926.0,14911.0,['People & Blogs'],249.0,
EjZmGmshacY,https://www.youtube.com/watch?v=EjZmGmshacY,True,True,بررسی آلبوم جدید کندریک لامار به نام جی ان اکس | دیس اسنوپ داگ و لیل وین 🤯💯Kendrick Lamar GNX Album,,Cheghi Rich,@cheghirich,https://www.youtube.com/@cheghirich,8,997.79,355.0,20241130.0,1007.0,182.0,['Music'],7.0,
6C0AKQmNdhs,https://www.youtube.com/watch?v=6C0AKQmNdhs,True,True,چندشنبه با سینا | فصل پنجم | قسمت اول | با حضور گلشیفته فراهانی | بازیگر,,MBC PERSIA,@MBCPERSIA,https://www.youtube.com/@MBCPERSIA,1103,5137.85,260000.0,20230921.0,5695.0,452055.0,['Entertainment'],3913.0,
HQ70fFnYBhE,https://www.youtube.com/watch?v=HQ70fFnYBhE,True,True,ویدیوی آموزشی باریستا پیشرفته میلارد بخش اول چگونگی تنظیم آسیاب با نسل جدید آسیاب های سنرمو ایکس ۱,,saeed abdinasab,@saeedabdinasab,https://www.youtube.com/@saeedabdinasab,12,5330.44,17200.0,20240705.0,6673.0,5600.0,['Education'],119.0,
rTAwpV130Zc,https://www.youtube.com/watch?v=rTAwpV130Zc,True,True,سقوط اصفهان و قصه پایان صفویه با حمله افغان‌ها,,Bplus Podcast,@BplusPodcast,https://www.youtube.com/@BplusPodcast,52,842.07,212000.0,20211019.0,855.0,122836.0,['Education'],7401.0,
LIFbvkQQOwM,https://www.youtube.com/watch?v=LIFbvkQQOwM,True,True,[고전영화] 세 아내에게 보내는 편지,باشگاه فوتبال مارلو,Jackie Lee,@hiddenbooks,https://www.youtube.com/@hiddenbooks,2924,4004.43,7230.0,20210527.0,5933.0,1606.0,['Film & Animation'],8.0,
9q9WmgkrcwU,https://www.youtube.com/watch?v=9q9WmgkrcwU,True,True,تاریخ بریتانیا از اول | فراز و فرود های یک جزیره,,Shiar,@studioshiar,https://www.youtube.com/@studioshiar,80,845.48,6570.0,20240909.0,868.0,7272.0,['Education'],205.0,
ozb1lMx1m6I,https://www.youtube.com/watch?v=ozb1lMx1m6I,True,True,سریال ملکاوان - قسمت 17 | Serial Molkavan - Part 17,,Khande Bazaar,@KhandeBazaarTV,https://www.youtube.com/@KhandeBazaarTV,6,1898.85,5370.0,20240905.0,2387.0,3110.0,['Entertainment'],19.0,
cs-li9wLsAY,https://www.youtube.com/watch?v=cs-li9wLsAY,True,True,سرنوشت دردناک شیما صباگردی | قا.تل این دختر 15 ساله اعـدام نمیشود,,آرشیو احساسات ,@archiveehsasat,https://www.youtube.com/@archiveehsasat,6,2199.16,448.0,20250105.0,2235.0,50.0,['Entertainment'],2.0,
MGippWozdKY,https://www.youtube.com/watch?v=MGippWozdKY,True,True,American girl speaks Persian fluently after 1/5 years,,Persian Learning,@PersianLearning,https://www.youtube.com/@PersianLearning,57,954.53,60500.0,20240727.0,1005.0,56700.0,['Education'],1626.0,
NT1ewCuzLp0,https://www.youtube.com/watch?v=NT1ewCuzLp0,True,True,‏‏‏۲۴ با فرداد فرحزاد: آزادی ۲ گروگان اسرائیلی با تابعیت روسیه همزمان با تلاش‌ برای تمدید آتش‌بس,,Iran International,@IRANINTL,https://www.youtube.com/@IRANINTL,7,3170.46,693000.0,20231129.0,3315.0,69826.0,['Entertainment'],435.0,
C2hXHDJKdH4,https://www.youtube.com/watch?v=C2hXHDJKdH4,True,True,داستان کامل زندگی شعبون بی مخ به روایت ژو پادکست | تاریخ معاصر ایران,,zho podcast,@ZhoPodcast,https://www.youtube.com/@ZhoPodcast,225,1485.49,7550.0,20250106.0,1840.0,3795.0,['Education'],52.0,
PoB0umPqJto,https://www.youtube.com/watch?v=PoB0umPqJto,True,True,Study Permit - From School Application to Arrival in Canada,,Nava Elmi - Canada Immigration Lawyer,@navaelmi-canadaimmigration4879,https://www.youtube.com/@navaelmi-canadaimmigration4879,827,3278.0,77.0,20230325.0,3284.0,130.0,['People & Blogs'],3.0,
Fn57HSduMyk,https://www.youtube.com/watch?v=Fn57HSduMyk,True,True,۸- از ایده تا چاپ مقاله,,Ehsan Explains,@EhsanExplains,https://www.youtube.com/@EhsanExplains,11,1177.16,75400.0,20230713.0,1250.0,14561.0,['Education'],749.0,
cz4qeTQm6_8,https://www.youtube.com/watch?v=cz4qeTQm6_8,True,True,تاریخ ژاپن - فرهنگ سامورایی‌ها,شهرهای بندری ژاپن,Bplus Podcast,@BplusPodcast,https://www.youtube.com/@BplusPodcast,30,698.67,213000.0,20220414.0,720.0,112473.0,['Education'],4974.0,
mxlgE4LLdzE,https://www.youtube.com/watch?v=mxlgE4LLdzE,True,True,DEVOUR | TAKPA 😂 تکپا در آمریکا (فوق العاده ترسناک و خنده) 🔥,موومنت,ARIA KEOXER,@AriaKeoXer,https://www.youtube.com/@AriaKeoXer,325,1370.32,643000.0,20220419.0,1780.0,531992.0,['Gaming'],29052.0,
oc2YxHbtK1w,https://www.youtube.com/watch?v=oc2YxHbtK1w,True,True,دنیای ناشناخته ما و حیواناتی که بتازگی روی زمین پیدا شدند,تنبل درختی قهوه ای,OnTen,@OnTenTV,https://www.youtube.com/@OnTenTV,44,813.71,414000.0,20241217.0,1116.0,216967.0,['People & Blogs'],5635.0,
QSug0GRaXSU,https://www.youtube.com/watch?v=QSug0GRaXSU,True,True,داستان شهر وین، چند چهره‌‌ی زیبا,,Bplus Podcast,@BplusPodcast,https://www.youtube.com/@BplusPodcast,53,2534.05,213000.0,20231109.0,2554.0,124937.0,['Education'],2193.0,
90EiFbymlYM,https://www.youtube.com/watch?v=90EiFbymlYM,True,True,جیمی کارتر رییس جمهور آمریکا، انقلاب و شاه ایران,,Bplus Podcast,@BplusPodcast,https://www.youtube.com/@BplusPodcast,93,2284.76,212000.0,20221203.0,2383.0,378100.0,['Education'],7465.0,
gKo6jpTypBU,https://www.youtube.com/watch?v=gKo6jpTypBU,True,True,داستان زندگی چگوارا، انقلابی مشهور آمریکای جنوبی,,Rokh Podcast,@rokhpodcast,https://www.youtube.com/@rokhpodcast,23,2005.45,115000.0,20240113.0,2118.0,21828.0,['People & Blogs'],368.0,
_a-tISPzHeo,https://www.youtube.com/watch?v=_a-tISPzHeo,True,True,داستان هامبورگ، دروازه دنیا,شهرهای بندری ژاپن,Bplus Podcast,@BplusPodcast,https://www.youtube.com/@BplusPodcast,83,1790.32,213000.0,20230706.0,1848.0,144923.0,['Education'],3482.0,
B8FbCrA-05k,https://www.youtube.com/watch?v=B8FbCrA-05k,True,True,چند شنبه با سینا | فصل سوم | قسمت 31 | مامـک خـــادم,گنج تپه بهار,MBC PERSIA,@MBCPERSIA,https://www.youtube.com/@MBCPERSIA,471,2235.62,261000.0,20220603.0,3572.0,440836.0,['Entertainment'],4913.0,
7v5X-n4I7Ao,https://www.youtube.com/watch?v=7v5X-n4I7Ao,True,True,نظریه زبان و ماشین ها قسمت 17,پائول گ تونی,iman far,@imanfar,https://www.youtube.com/@imanfar,1357,3277.81,3500.0,20230805.0,4313.0,125.0,['Education'],1.0,
CSTjxdpFWW4,https://www.youtube.com/watch?v=CSTjxdpFWW4,True,True,حقیقت درباره سایز مردان | باورهای غلط و نکات واقعی,,کافه پیوند,@کافه-پیوند,https://www.youtube.com/@کافه-پیوند,24,1328.48,1210.0,20241129.0,1332.0,64.0,['Education'],2.0,
XEmDOOOEuSY,https://www.youtube.com/watch?v=XEmDOOOEuSY,True,True,‏‏‏۲۴ با فرداد فرحزاد:  رییس ستاد کل اسرائیل گفته ارتش هر لحظه آماده است به لبنان حمله کند,,Iran International,@IRANINTL,https://www.youtube.com/@IRANINTL,11,3081.99,696000.0,20231105.0,3357.0,197252.0,['Entertainment'],1284.0,
aU_oVvvBBIc,https://www.youtube.com/watch?v=aU_oVvvBBIc,True,True,خودرو سوپر اسپرت سیمرغ از افغانستان آمد - موتر ساخت افغانستان,,Bitrun Plus,@BitrunPlus,https://www.youtube.com/@BitrunPlus,74,869.09,57300.0,20231006.0,922.0,282353.0,['Autos & Vehicles'],4423.0,
d92OuTjXxhs,https://www.youtube.com/watch?v=d92OuTjXxhs,True,True,سهولت جدید، ارسال اسناد رسمی به منازل، گزارش ویژه وارث مجددی,,Afghan Daily,@AfghanDailyLife,https://www.youtube.com/@AfghanDailyLife,7,1263.32,169000.0,20241031.0,2212.0,2795.0,['Entertainment'],39.0,
tYFhMVkZbQc,https://www.youtube.com/watch?v=tYFhMVkZbQc,True,True,کتابی که نظر مردم آمریکا را نسبت به انقلاب تغییر داد,,Bplus Podcast,@BplusPodcast,https://www.youtube.com/@BplusPodcast,96,2534.96,212000.0,20221229.0,2581.0,153457.0,['Education'],3664.0,
L6OAtaZbiRA,https://www.youtube.com/watch?v=L6OAtaZbiRA,True,True,16اصول مشترک همه نظامها(سیستمها)1,اهالی لوله شهر,shakerin1444,@shakerin-kf7et,https://www.youtube.com/@shakerin-kf7et,109,784.81,4.0,20240405.0,901.0,16.0,['Education'],0.0,
RCXTIXZ3JIA,https://www.youtube.com/watch?v=RCXTIXZ3JIA,True,True,سفر به ارتفاعات فوق العاده خطرناک برای دیدن بهشت ​​پنهان افغانستان - قسمت ششم,,عمران ودان Emran Wadan,@EmranWadan,https://www.youtube.com/@EmranWadan,14,2204.55,32500.0,20241013.0,3134.0,38042.0,['People & Blogs'],1282.0,
WzT_1C2Ir94,https://www.youtube.com/watch?v=WzT_1C2Ir94,True,True,Dota 1 GamePlay phantom assassin hard carry,,Solo-For-Ever,@Solo_For_Ever,https://www.youtube.com/@Solo_For_Ever,36,2184.67,3470.0,20241208.0,4240.0,2099.0,['Gaming'],48.0,
4P5z2M0_d_8,https://www.youtube.com/watch?v=4P5z2M0_d_8,True,True,۲۴| با فرداد فرحزاد: درخواست ایران برای دریافت غرامت در صورت خروج آمریکا از برجام,,Iran International,@IRANINTL,https://www.youtube.com/@IRANINTL,95,2342.42,693000.0,20220816.0,2515.0,56484.0,['News & Politics'],473.0,
5q41BQmxXU4,https://www.youtube.com/watch?v=5q41BQmxXU4,True,True,صادق قطب‌ زاده | از انقلابی تا برانداز,,Movarekh Podcast احمدهاشمی,@movarekhpodcast,https://www.youtube.com/@movarekhpodcast,353,4134.47,141000.0,20240721.0,4818.0,211753.0,['Education'],3982.0,
6AMEYyo8Jzg,https://www.youtube.com/watch?v=6AMEYyo8Jzg,True,True,کاسب کارانی که اقتصادشان با جنگ به حرکت در می آید,,Chizomiz,@ChizomizTV,https://www.youtube.com/@ChizomizTV,66,727.77,260000.0,20241208.0,950.0,97790.0,['People & Blogs'],4171.0,
saZxfer3WEM,https://www.youtube.com/watch?v=saZxfer3WEM,True,True,دانستنی‌های مهم درباره لایحه عفاف و حجاب,,از هر دری وری,@AZHARDV,https://www.youtube.com/@AZHARDV,19,4852.52,1900.0,20241205.0,4895.0,538.0,['People & Blogs'],24.0,
34cAoq1V6r8,https://www.youtube.com/watch?v=34cAoq1V6r8,True,True,پادکست دوازدهم گوشه/ لئونارد کوهن: اگر تاریک‌تر می‌خواهی,,Gooshe,@Gooshe,https://www.youtube.com/@Gooshe,23,2877.83,3810.0,20241121.0,4141.0,13914.0,['People & Blogs'],476.0,
UcYX07226NM,https://www.youtube.com/watch?v=UcYX07226NM,True,True,تشخیص علت درد ران و لگن + آموزش درمان و پیشگیری از آسیب مفصل,,Dr.Nima Azadeh,@DrNimaAzadeh,https://www.youtube.com/@DrNimaAzadeh,23,679.04,23700.0,20240310.0,683.0,10602.0,['Education'],373.0,
gD8mwjhbmjM,https://www.youtube.com/watch?v=gD8mwjhbmjM,True,True,سفر به لیسبون ✨: غذاهای لذیذ 🍮  جاذبه‌های دیدنی 🚋  چالش غذا🍴 پاستل د ناتا و شراب جینجا 🍷 دوست جدید🤝,,Raahi,@Raahi_NL_AF,https://www.youtube.com/@Raahi_NL_AF,17,2079.29,1290.0,20241219.0,2403.0,244.0,['People & Blogs'],8.0,
DcXtBE-ijM0,https://www.youtube.com/watch?v=DcXtBE-ijM0,True,True,تیتراول: حمله خامنه ای به ایران اینترنشنال، ۲۴ ساعته خبرهای تحریم را می روند/ مناظره صفرف و آرامش,,Iran International,@IRANINTL,https://www.youtube.com/@IRANINTL,31,1512.1,693000.0,20210616.0,1680.0,78398.0,['News & Politics'],579.0,
6_GSNcmeNuU,https://www.youtube.com/watch?v=6_GSNcmeNuU,True,True,ته چین | طرز تهیه ته چین با ته انداز بال و کتف خوشمزه و مجلسی 😋,شیکو چین,Istgahe Shekamoha,@istgaheshekamoha,https://www.youtube.com/@istgaheshekamoha,7,765.67,11600.0,20240819.0,818.0,1775.0,['Howto & Style'],63.0,
PDh0mejcjkE,https://www.youtube.com/watch?v=PDh0mejcjkE,True,True,چند شنبه با سینا | فصل دوم | قسمت 38 | بهناز کنعانی,,MBC PERSIA,@MBCPERSIA,https://www.youtube.com/@MBCPERSIA,833,2138.44,260000.0,20210806.0,3094.0,426211.0,['Entertainment'],3750.0,
eOw5QnMJiA0,https://www.youtube.com/watch?v=eOw5QnMJiA0,True,True,کاشانی چگونه در سرنگونی مصدق توسط سیا مشارکت کرد؟ داستان زندگی آیت الله کاشانی,,Profile Channel,@profile.channel,https://www.youtube.com/@profile.channel,8,2883.24,106000.0,20240626.0,2888.0,45135.0,['Education'],692.0,
